series,title,year,release,rated,runtime,action,adventure,thriller,documentary,crime,drama,fantasy,horror,scifi,war,comedy,family,mystery,romance,animation,music,biography,history,short,western,language,inEnglish,country,isUSA,awards,wins,nominations,imdbRating,metascore,rottenscore,imdbVote,imdbID,domestic,Domestic Lifetime,Foreign,Worldwide,Adj Factor,Adj Factor Lifetime,plot,title2,year2,release2,rated2,runtime2,action2,adventure2,thriller2,documentary2,crime2,drama2,fantasy2,horror2,scifi2,war2,comedy2,family2,mystery2,romance2,animation2,music2,biography2,history2,short2,western2,language2,inEnglish2,country2,isUSA2,awards2,wins2,nominations,imdbRating2,metascore2,rottenscore2,imdbVote2,imdbID2,production.budget2,domestic2,Domestic Lifetime2,Foreign2,Worldwide2,AdjFactor2,AdjFactor Lifetime2,plot2,yearDiff,ratedDiff,actionDiff,adventureDiff,crimeDiff,dramaDiff,thrillerDiff,fantasyDiff,horrorDiff,scifiDiff,warDiff,comedyDiff,familyDiff,mysteryDiff,animationDiff,musicDiff,biographyDiff,historyDiff,documentaryDiff,shortDiff,westernDiff,languageDiff,isEnglishDiff,countryDiff,isUSADiff,winsDiff,nominationDiff,metascoreDiff,imdbratingDiff,imdbvoteDiff,productionBudgetDiff,domesticDiff,foreignDiff,worldDiff,RateGr,RateGr2,Rev1,Rev2,ReleaseDiff,production.budget,seriesNo
American Pie,American Pie,1999,7/9/99,R,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,9 wins & 14 nominations.,9,14,7,58,61,358085,tt0163651,168000000,1.68E+08,2.17E+08,3.85E+08,1.633858,1.633858,Four teenage boys enter a pact to lose their virginity by prom night.,American Pie 2,2001,8/10/01,R,108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,8 wins & 6 nominations.,8,6,6.4,43,52,229287,tt0252866,43992928,213000000,2.13E+08,2.09E+08,4.22E+08,1.466431,1.466431,"Jim and his friends are now in college, and they decide to meet up at the beach house for some fun.",2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,45,-15,-0.6,-128798,-17972306,-167999925,-8.00E+06,-384999857,"(6.7,7.5]","(5.9,6.7]","(1e+08,2e+08]","(2e+08,3e+08]",763,17972436,2
American Pie,American Pie 2,2001,8/10/01,R,108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,8 wins & 6 nominations.,8,6,6.4,43,52,229287,tt0252866,213000000,2.13E+08,2.09E+08,4.22E+08,1.466431,1.466431,"Jim and his friends are now in college, and they decide to meet up at the beach house for some fun.",American Wedding,2003,8/1/03,R,96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Germany",TRUE,3 wins & 6 nominations.,3,6,6.3,43,54,185528,tt0328828,75704828,144000000,1.44E+08,1.75E+08,3.19E+08,1.376451,1.376451,"It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister.",2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,-21,1,0,-0.1,-43759,-43992763,-212999975,-3.40E+07,-421999887,"(5.9,6.7]","(5.9,6.7]","(2e+08,3e+08]","(1e+08,2e+08]",721,43992928,3
American Pie,American Wedding,2003,8/1/03,R,96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Germany",TRUE,3 wins & 6 nominations.,3,6,6.3,43,54,185528,tt0328828,144000000,1.44E+08,1.75E+08,3.19E+08,1.376451,1.376451,"It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister.",American Reunion,2012,4/6/12,R,113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 win & 4 nominations.,1,4,6.7,49,45,195035,tt1605630,51108354,58275300,58275300,1.82E+08,2.40E+08,1.022167,1.022167,"Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,-25,-17,6,0.4,9507,-75704692,-143999798,7.00E+06,-318999910,"(5.9,6.7]","(5.9,6.7]","(1e+08,2e+08]","(0,1e+08]",3171,75704828,4
Anaconda,Anaconda,1997,4/11/97,PG-13,89,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,6 wins & 10 nominations.,6,10,4.8,37,40,89610,tt0118615,119000000,1.19E+08,1.28E+08,2.48E+08,1.808278,1.808278,"A """"""""National Geographic"""""""" film crew is taken hostage by an insane hunter, who forces them along on his quest to capture the world's largest - and deadliest - snake.",Anacondas: The Hunt for the Blood Orchid,2004,8/27/04,PG-13,97,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Indonesian",TRUE,USA,TRUE,2 nominations.,0,2,4.6,40,25,27062,tt0366174,26731104,43089100,43089100,51796827,94885927,1.336555,1.336555,"A scientific expedition sets out for Borneo to seek a flower called the Blood Orchid, which could grant longer life. Meanwhile, they run afoul of snakes and each other.",7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,-41,16,3,-0.2,-62548,1102,-118999828,-76203173,-247999746,"(0,5.1]","(0,5.1]","(1e+08,2e+08]","(0,1e+08]",2695,-999,2
Austin Powers,Austin Powers: International Man of Mystery,1997,5/2/97,PG-13,89,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 6 nominations.,3,6,7,51,70,210656,tt0118655,97437300,97437300,24954254,1.22E+08,1.808279,1.808279,"A 1960s secret agent is brought out of cryofreeze to oppose his greatest enemy in the 1990s, where his social attitudes are glaringly out of place.",Austin Powers: The Spy Who Shagged Me,1999,6/11/99,PG-13,95,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, German",TRUE,USA,TRUE,Nominated for 1 Oscar. Another 18 wins & 29 nominations.,18,29,6.6,59,52,207552,tt0145660,53917323,337000000,3.37E+08,1.73E+08,5.10E+08,1.633858,1.633858,"Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him """"""""shagless"""""""".",2,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,-14,-27,8,-0.4,-3104,-29836464,-97437174,148045746,-121999836,"(6.7,7.5]","(5.9,6.7]","(0,1e+08]","(3e+08,4e+08]",770,29836608,2
Austin Powers,Austin Powers: The Spy Who Shagged Me,1999,6/11/99,PG-13,95,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, German",TRUE,USA,TRUE,Nominated for 1 Oscar. Another 18 wins & 29 nominations.,18,29,6.6,59,52,207552,tt0145660,337000000,3.37E+08,1.73E+08,5.10E+08,1.633858,1.633858,"Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him """"""""shagless"""""""".",Austin Powers in Goldmember,2002,7/26/02,PG-13,94,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Japanese, German, French",TRUE,USA,TRUE,5 wins & 21 nominations.,5,21,6.2,62,54,186919,tt0295178,90000013,305000000,3.05E+08,1.19E+08,4.24E+08,1.428572,1.428572,"Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil.",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,16,-6,3,-0.4,-20633,-53917145,-336999882,-5.40E+07,-509999856,"(5.9,6.7]","(5.9,6.7]","(3e+08,4e+08]","(3e+08,4e+08]",1141,53917323,3
Avengers,The Avengers,2012,5/4/12,PG-13,143,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Russian, Hindi",TRUE,USA,TRUE,Nominated for 1 Oscar. Another 38 wins & 79 nominations.,38,79,8,69,91,1208826,tt0848228,623357910,,895455078,1518812988,,,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,Avengers: Age of Ultron,2015,5/1/15,PG-13,141,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Korean",TRUE,USA,TRUE,7 wins & 45 nominations.,7,45,7.3,66,75,688839,tt2395427,250000000,459005868,,943800000,1402805868,,,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,-19,-3,-0.7,-519987,,,,,"(7.5,10]","(6.7,7.5]","(4e+08,1e+10]","(4e+08,1e+10]",1092,2.20E+08,2
Avengers,Avengers: Age of Ultron,2015,5/1/15,PG-13,141,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Korean",TRUE,USA,TRUE,7 wins & 45 nominations.,7,45,7.3,66,75,688839,tt2395427,459005868,,943800000,1402805868,,,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",Avengers: Infinity War,2018,4/27/18,PG-13,149,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,N/A,N/A,N/A,8.5,68,85,725561,tt4154756,-999,678815482,,1369544272,2048359754,,,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,-6,26,2,1.2,36722,,,,,"(6.7,7.5]","(7.5,10]","(4e+08,1e+10]","(4e+08,1e+10]",1092,2.50E+08,3
Avengers,Avengers: Infinity War,2018,4/27/18,PG-13,149,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,N/A,N/A,N/A,8.5,68,85,725561,tt4154756,678815482,,1369544272,2048359754,,,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,Avengers: Endgame,2019,4/26/19,PG-13,181,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Japanese, Xhosa, German",TRUE,USA,TRUE,N/A,N/A,N/A,8.5,78,94,613329,tt4154796,356000000,858373000,,1939427564,2797800564,,,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,-9,-1,10,0,-112232,,,,,"(7.5,10]","(7.5,10]","(4e+08,1e+10]","(4e+08,1e+10]",364,-999,4
Back to the Future,Back to the Future,1985,7/3/85,PG,116,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Won 1 Oscar. Another 19 wins & 25 nominations.,19,25,8.5,87,96,968454,tt0088763,490000000,4.90E+08,3.97E+08,8.87E+08,2.327149,2.327149,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",Back to the Future Part II,1989,11/22/89,PG,108,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Oscar. Another 9 wins & 8 nominations.,9,8,7.8,57,65,441827,tt0096874,82266406,244000000,2.44E+08,4.39E+08,6.83E+08,2.05666,2.05666,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22,40,-30,-0.7,-526627,-44215668,-489999909,4.20E+07,-886999804,"(7.5,10]","(7.5,10]","(4e+08,1e+10]","(2e+08,3e+08]",1603,44215840,2
Back to the Future,Back to the Future Part II,1989,11/22/89,PG,108,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Oscar. Another 9 wins & 8 nominations.,9,8,7.8,57,65,441827,tt0096874,244000000,2.44E+08,4.39E+08,6.83E+08,2.05666,2.05666,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",Back to the Future Part III,1990,5/25/90,PG,118,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,English,TRUE,USA,TRUE,5 wins & 11 nominations.,5,11,7.4,55,79,371877,tt0099088,78486968,172000000,1.72E+08,3.08E+08,4.80E+08,1.962174,1.962174,"Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure out a way to escape the Old West before Emmett is murdered.",1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,-16,-58,-2,-0.4,-69950,-82266238,-243999960,-1.31E+08,-682999847,"(7.5,10]","(6.7,7.5]","(2e+08,3e+08]","(1e+08,2e+08]",184,82266406,3
Batman,Batman,1989,6/23/89,PG-13,126,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French, Spanish",TRUE,"USA, UK",TRUE,Won 1 Oscar. Another 8 wins & 26 nominations.,8,26,7.5,69,72,321168,tt0096895,523000000,5.23E+08,3.33E+08,8.56E+08,2.0802,2.0802,The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker.,Batman Returns,1992,6/19/92,PG-13,126,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK",TRUE,Nominated for 2 Oscars. Another 2 wins & 27 nominations.,2,27,7,68,79,258803,tt0103776,160000000,326000000,3.26E+08,2.08E+08,5.34E+08,2,2,Batman returns to the big screen when a deformed man calling himself the Penguin wreaks havoc across Gotham with the help of a cruel businessman.,3,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,-30,2,-1,-0.5,-62365,-72806977,-522999878,-1.25E+08,-855999834,"(6.7,7.5]","(6.7,7.5]","(4e+08,1e+10]","(3e+08,4e+08]",1092,72807014,2
Batman,Batman Returns,1992,6/19/92,PG-13,126,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK",TRUE,Nominated for 2 Oscars. Another 2 wins & 27 nominations.,2,27,7,68,79,258803,tt0103776,326000000,3.26E+08,2.08E+08,5.34E+08,2,2,Batman returns to the big screen when a deformed man calling himself the Penguin wreaks havoc across Gotham with the help of a cruel businessman.,Batman: Mask of the Phantasm,1993,12/25/93,PG,76,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 nomination.,0,1,7.8,,84,39208,tt0106364,-999,11211400,11211400,11211400,11211400,1.995838,1.995838,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,-15,-23,,0.8,-219595,-159999998,-325999942,-196788600,-533999928,"(6.7,7.5]","(7.5,10]","(3e+08,4e+08]","(0,1e+08]",554,1.60E+08,3
Batman,Batman: Mask of the Phantasm,1993,12/25/93,PG,76,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,1 nomination.,0,1,7.8,,84,39208,tt0106364,11211400,11211400,11211400,11211400,1.995838,1.995838,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,Batman Forever,1995,6/16/95,PG-13,121,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK",TRUE,Nominated for 3 Oscars. Another 10 wins & 22 nominations.,10,22,5.4,51,39,224902,tt0112462,191000000,351000000,3.51E+08,2.91E+08,6.42E+08,1.908046,1.908046,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,20,,-2.4,185694,1053,-11211272,279788600,-11211210,"(7.5,10]","(5.1,5.9]","(0,1e+08]","(3e+08,4e+08]",538,-999,4
Batman,Batman Forever,1995,6/16/95,PG-13,121,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK",TRUE,Nominated for 3 Oscars. Another 10 wins & 22 nominations.,10,22,5.4,51,39,224902,tt0112462,351000000,3.51E+08,2.91E+08,6.42E+08,1.908046,1.908046,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",Batman & Robin,1997,6/20/97,PG-13,125,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK",TRUE,10 wins & 21 nominations.,10,21,3.7,28,11,223161,tt0118688,226000000,194000000,1.94E+08,2.37E+08,4.31E+08,1.808279,1.808279,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,-23,-1.7,-1741,-190999918,-350999947,-5.40E+07,-641999854,"(5.1,5.9]","(0,5.1]","(3e+08,4e+08]","(1e+08,2e+08]",735,1.91E+08,5
Batman,Batman & Robin,1997,6/20/97,PG-13,125,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, UK",TRUE,10 wins & 21 nominations.,10,21,3.7,28,11,223161,tt0118688,194000000,1.94E+08,2.37E+08,4.31E+08,1.808279,1.808279,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,Batman Begins,2005,6/15/05,PG-13,140,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Urdu, Mandarin",TRUE,"USA, UK",TRUE,Nominated for 1 Oscar. Another 14 wins & 72 nominations.,14,72,8.2,70,84,1228699,tt0372784,194000000,266000000,2.68E+08,2.17E+08,4.85E+08,1.294852,1.292863,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,43,42,4.5,1005538,-225999943,-193999900,-2.00E+07,-430999845,"(0,5.1]","(7.5,10]","(1e+08,2e+08]","(2e+08,3e+08]",2917,2.26E+08,6
Batman,Batman Begins,2005,6/15/05,PG-13,140,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Urdu, Mandarin",TRUE,"USA, UK",TRUE,Nominated for 1 Oscar. Another 14 wins & 72 nominations.,14,72,8.2,70,84,1228699,tt0372784,266000000,2.68E+08,2.17E+08,4.85E+08,1.294852,1.292863,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",The Dark Knight,2008,7/18/08,PG-13,152,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Mandarin",TRUE,"USA, UK",TRUE,Won 2 Oscars. Another 152 wins & 155 nominations.,152,155,9,84,94,2141768,tt0468569,214000000,616000000,6.18E+08,5.43E+08,1.16E+09,1.155786,1.155408,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,-47,14,0.8,913069,-193999922,-265999797,3.26E+08,-484999977,"(7.5,10]","(7.5,10]","(2e+08,3e+08]","(4e+08,1e+10]",1129,1.94E+08,7
