series,title,year,release,rated,runtime,action,adventure,crime,drama,fantasy,thriller,documentary,horror,scifi,war,comedy,family,mystery,romance,animation,music,biography,history,short,western,language,inEnglish,country,isUSA,awards,wins,nominations,imdbRating,metascore,rottenscore,imdbVote,plot,production.budget,domestic,boxoffice,title2,year2,release2,rated2,runtime2,action2,adventure2,crime2,drama2,fantasy2,thriller2,documentary2,horror2,scifi2,war2,comedy2,family2,mystery2,romance2,animation2,music2,biography2,history2,short2,western2,language2,inEnglish2,country2,isUSA2,awards2,wins2,nominations2,imdbRating2,metascore2,rottenscore2,imdbVote2,plot2,production.budget2,domestic2,boxoffice2
Speed,Speed,1994,6/10/1994,R,116,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Won 2 Oscars. Another 16 wins & 19 nominations.,16,19,7.2,78,93,310471,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,59569381,241000000,N/A,Speed 2: Cruise Control,1997,6/13/1997,PG-13,121,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, American Sign Language, Portuguese",TRUE,USA,TRUE,1 win & 9 nominations.,1,9,3.9,23,4,70764,A computer hacker breaks into the computer system of the Seabourn Legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.,289000000,87896900,N/A
Spider-Man,Spider-Man,2002,5/3/2002,PG-13,121,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 2 Oscars. Another 16 wins & 58 nominations.,16,58,7.3,73,90,654222,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.",199000000,577000000,403706375,Spider-Man 2,2004,6/30/2004,PG-13,127,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Russian, Chinese",TRUE,USA,TRUE,Won 1 Oscar. Another 23 wins & 59 nominations.,23,59,7.3,83,93,511787,Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.,267000000,499000000,373377893
Spider-Man,Spider-Man 2,2004,6/30/2004,PG-13,127,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Russian, Chinese",TRUE,USA,TRUE,Won 1 Oscar. Another 23 wins & 59 nominations.,23,59,7.3,83,93,511787,Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.,267000000,499000000,373377893,Spider-Man 3,2007,5/4/2007,PG-13,139,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French",TRUE,USA,TRUE,Nominated for 1 BAFTA Film Award. Another 3 wins & 32 nominations.,3,32,6.2,59,63,472207,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",311000000,406000000,336530303
Spider-Man,Spider-Man 3,2007,5/4/2007,PG-13,139,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, French",TRUE,USA,TRUE,Nominated for 1 BAFTA Film Award. Another 3 wins & 32 nominations.,3,32,6.2,59,63,472207,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",311000000,406000000,336530303,The Amazing Spider-Man,2012,7/3/2012,PG-13,136,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,2 wins & 31 nominations.,2,31,6.9,66,72,536036,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.",245000000,280000000,262030663
Spider-Man,Spider-Man: Homecoming,2017,7/7/2017,PG-13,133,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,4 wins & 9 nominations.,4,9,7.4,73,92,462368,"Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.",175000000,334201140,334166825,Spider-Man: Far from Home,2019,7/2/2019,PG-13,129,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Italian, Czech, English",TRUE,USA,TRUE,N/A,N/A,N/A,7.6,69,90,238917,"Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.",160000000,390532085,N/A
Spy Kids,Spy Kids,2001,3/30/2001,PG,88,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Spanish",TRUE,USA,TRUE,2 wins & 10 nominations.,2,10,5.4,71,93,101738,The children of secret-agent parents must save them from danger.,51325073,165000000,N/A,Spy Kids 2: Island of Lost Dreams,2002,8/7/2002,PG,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 3 nominations.,3,3,5.1,66,75,56093,"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids.",54282281,123000000,N/A
Spy Kids,Spy Kids 2: Island of Lost Dreams,2002,8/7/2002,PG,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 3 nominations.,3,3,5.1,66,75,56093,"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids.",54282281,123000000,N/A,Spy Kids 3-D: Game Over,2003,7/25/2003,PG,84,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 3 nominations.,3,3,4.2,57,45,50955,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",52302659,154000000,N/A
Spy Kids,Spy Kids 3-D: Game Over,2003,7/25/2003,PG,84,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 3 nominations.,3,3,4.2,57,45,50955,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",52302659,154000000,N/A,Spy Kids 4-D: All the Time in the World,2011,8/19/2011,PG,89,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,5 nominations.,0,5,3.5,37,22,20696,"A retired spy is called back into action, and to bond with her new step-children, she invites them along for the adventure to stop the evil Timekeeper from taking over the world.",28224173,40285500,38536376
Star Trek,Star Trek,2009,5/8/2009,PG-13,127,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, Germany",TRUE,Won 1 Oscar. Another 23 wins & 92 nominations.,23,92,7.9,82,94,562142,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,167000000,287000000,257704099,Star Trek Into Darkness,2013,5/16/2013,PG-13,132,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Klingon",TRUE,USA,TRUE,Nominated for 1 Oscar. Another 6 wins & 56 nominations.,6,56,7.7,72,84,450495,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",188000000,227000000,228756232
Star Trek,Star Trek Generations,1994,11/18/1994,PG,118,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Klingon",TRUE,USA,TRUE,2 wins & 4 nominations.,2,4,6.6,55,47,71449,"With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix.",69275751,150000000,N/A,Star Trek: First Contact,1996,11/22/1996,PG-13,111,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,Nominated for 1 Oscar. Another 8 wins & 20 nominations.,8,20,7.6,71,93,112005,The Borg travel back in time intent on preventing Earth's first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed.,-999,172000000,N/A
Star Trek,Star Trek II: The Wrath of Khan,1982,6/4/1982,PG,113,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,USA,TRUE,3 wins & 9 nominations.,3,9,7.7,67,87,107033,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",31619048,223000000,N/A,Star Trek III: The Search for Spock,1984,6/1/1984,PG,105,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Klingon, Russian, French",TRUE,USA,TRUE,1 win & 7 nominations.,1,7,6.7,56,80,70278,Admiral Kirk and his bridge crew risk their careers stealing the decommissioned Enterprise to return to the restricted Genesis Planet to recover Spock's body.,-999,189000000,N/A
Star Trek,Star Trek III: The Search for Spock,1984,6/1/1984,PG,105,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Klingon, Russian, French",TRUE,USA,TRUE,1 win & 7 nominations.,1,7,6.7,56,80,70278,Admiral Kirk and his bridge crew risk their careers stealing the decommissioned Enterprise to return to the restricted Genesis Planet to recover Spock's body.,-999,189000000,N/A,Star Trek IV: The Voyage Home,1986,11/26/1986,PG,119,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Finnish",TRUE,USA,TRUE,Nominated for 4 Oscars. Another 4 wins & 13 nominations.,4,13,7.3,71,85,73953,"To save Earth from an alien probe, Admiral James T. Kirk and his fugitive crew go back in time to San Francisco in 1986 to retrieve the only beings who can communicate with it: humpback whales.",-999,240000000,N/A
Star Trek,Star Trek Into Darkness,2013,5/16/2013,PG-13,132,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Klingon",TRUE,USA,TRUE,Nominated for 1 Oscar. Another 6 wins & 56 nominations.,6,56,7.7,72,84,450495,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",188000000,227000000,228756232,Star Trek Beyond,2016,7/22/2016,PG-13,122,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,English,TRUE,"USA, China, United Arab Emirates, Canada",TRUE,Nominated for 1 Oscar. Another 3 wins & 27 nominations.,3,27,7.1,68,86,215007,"The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test.",185000000,158848340,158804470
Star Trek,Star Trek IV: The Voyage Home,1986,11/26/1986,PG,119,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Finnish",TRUE,USA,TRUE,Nominated for 4 Oscars. Another 4 wins & 13 nominations.,4,13,7.3,71,85,73953,"To save Earth from an alien probe, Admiral James T. Kirk and his fugitive crew go back in time to San Francisco in 1986 to retrieve the only beings who can communicate with it: humpback whales.",-999,240000000,N/A,Star Trek V: The Final Frontier,1989,6/9/1989,PG,107,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Klingon",TRUE,USA,TRUE,4 wins & 3 nominations.,4,3,5.5,43,22,52781,Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.,-999,109000000,N/A
Star Trek,Star Trek V: The Final Frontier,1989,6/9/1989,PG,107,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Klingon",TRUE,USA,TRUE,4 wins & 3 nominations.,4,3,5.5,43,22,52781,Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.,-999,109000000,N/A,Star Trek VI: The Undiscovered Country,1991,12/6/1991,PG,110,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Klingon",TRUE,USA,TRUE,Nominated for 2 Oscars. Another 2 wins & 5 nominations.,2,5,7.2,65,81,65907,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",-999,149000000,N/A
Star Trek,Star Trek VI: The Undiscovered Country,1991,12/6/1991,PG,110,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Klingon",TRUE,USA,TRUE,Nominated for 2 Oscars. Another 2 wins & 5 nominations.,2,5,7.2,65,81,65907,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",-999,149000000,N/A,Star Trek Generations,1994,11/18/1994,PG,118,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"English, Klingon",TRUE,USA,TRUE,2 wins & 4 nominations.,2,4,6.6,55,47,71449,"With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix.",69275751,150000000,N/A
